Customer ID,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Amount,Payment Terms,Invoice Status
CUST012,2023-01-14 14:08:24,9613.75,2023-12-06 10:23:22,,9853.83,Net 30,Outstanding
CUST024,2023-04-15 09:58:13,5177.45,2023-09-20 09:20:50,2023-07-27 03:37:18,5177.45,Net 30,Paid
CUST030,2023-10-18 13:15:38,4248.13,2023-09-27 15:24:57,2023-12-31 06:12:36,3678.13,Net 60,Outstanding
CUST090,2023-02-23 12:53:03,8772.15,2023-08-10 19:50:50,2023-06-21 12:18:12,8772.15,Net 60,Paid
CUST069,2023-07-20 05:19:53,9384.01,2023-08-25 06:51:02,2023-05-03 00:37:06,9384.01,Net 90,Paid
CUST014,2023-12-18 17:24:57,8760.83,2023-04-10 13:38:54,2023-09-25 01:10:33,8760.83,Net 90,Paid
CUST049,2023-01-05 05:23:13,4839.04,2023-12-28 00:11:37,2023-04-07 23:19:37,4839.04,Net 90,Paid
CUST097,2023-01-12 13:03:14,1869.61,2023-03-25 17:47:39,2023-08-22 04:10:22,2717.1,Net 60,Outstanding
CUST072,2023-09-04 13:52:10,5093.23,2023-04-28 11:40:22,2023-04-16 09:16:41,1693.29,Net 60,Outstanding
CUST020,2023-10-19 19:15:49,7235.15,2023-04-16 23:49:20,2023-05-03 16:34:25,7235.15,Net 60,Paid
CUST069,2023-12-31 05:43:28,3220.72,2023-01-03 12:02:12,2023-09-23 00:05:11,1005.32,Net 30,Outstanding
CUST086,2023-07-28 20:58:56,519.93,2023-02-02 00:28:28,,9817.41,Net 90,Outstanding
CUST032,2023-09-15 08:31:50,6512.19,2023-11-20 23:13:59,2023-07-19 17:13:01,6175.7,Net 90,Outstanding
CUST096,2023-09-25 02:24:48,9089.85,2023-05-24 06:29:53,2023-02-08 12:09:45,9682.75,Net 60,Outstanding
CUST060,2023-09-25 19:34:14,8792.48,2023-06-23 18:19:15,2023-01-09 22:05:13,8792.48,Net 60,Paid
CUST048,2023-08-05 13:35:21,8770.7,2023-04-11 12:09:49,2023-08-19 10:01:29,6360.89,Net 60,Outstanding
CUST049,2023-01-05 08:43:54,1413.96,2023-12-24 10:00:56,2023-07-26 14:10:13,8295.55,Net 30,Outstanding
CUST097,2023-01-18 10:34:35,6242.14,2023-01-12 13:23:33,2023-08-11 11:43:00,865.23,Net 30,Outstanding
CUST076,2023-11-25 00:53:26,7951.29,2023-04-12 13:56:35,2023-12-14 15:28:32,2393.77,Net 60,Outstanding
CUST012,2023-07-27 08:28:00,4224.3,2023-10-27 12:56:41,2023-01-03 01:12:41,4224.3,Net 60,Paid
CUST007,2023-08-13 00:22:35,9814.79,2023-11-24 08:53:21,2023-08-01 21:05:20,9814.79,Net 30,Paid
CUST056,2023-02-01 13:42:32,9834.13,2023-06-03 18:13:08,2023-01-31 15:30:04,9834.13,Net 90,Paid
CUST092,2023-12-24 13:54:32,7847.48,2023-02-01 17:24:21,2023-10-19 07:17:00,9432.09,Net 90,Outstanding
CUST019,2023-06-28 20:25:32,6479.47,2023-09-25 09:20:07,2023-02-16 23:51:00,8760.09,Net 60,Outstanding
CUST063,2023-06-25 09:47:07,4343.09,2023-09-13 01:44:46,2023-07-06 07:21:31,4343.09,Net 30,Paid
CUST062,2023-05-09 14:00:55,7674.37,2023-02-04 05:46:20,2023-12-23 11:15:33,9709.38,Net 30,Outstanding
CUST066,2023-02-23 01:10:27,5952.16,2023-08-09 20:30:43,2023-04-03 07:16:31,1265.87,Net 60,Outstanding
CUST048,2023-10-11 12:27:29,4679.89,2023-12-10 23:30:15,2023-10-03 21:33:01,671.81,Net 90,Outstanding
CUST075,2023-03-23 18:04:05,2206.02,2023-09-12 02:06:20,2023-10-25 08:29:54,2206.02,Net 90,Paid
CUST093,2023-11-06 13:05:24,1586.54,2023-10-06 12:44:33,2023-07-21 14:34:53,1586.54,Net 60,Paid
CUST080,2023-12-05 18:02:18,8281.3,2023-11-05 19:18:59,2023-04-18 00:34:45,8281.3,Net 30,Paid
CUST088,2023-03-24 19:52:18,3281.44,2023-03-16 09:57:39,2023-09-05 18:50:53,3281.44,Net 60,Paid
CUST021,2023-01-02 16:35:10,9876.9,2023-03-17 14:08:30,2023-07-21 18:27:39,9876.9,Net 90,Paid
CUST064,2023-10-04 05:21:46,4876.7,2023-06-09 23:46:56,,974.43,Net 60,Outstanding
CUST016,2023-08-27 22:51:03,5732.89,2023-08-02 13:53:11,,9856.2,Net 60,Outstanding
CUST007,2023-06-10 12:01:46,1239.3,2023-09-26 00:20:06,,3890.8,Net 30,Outstanding
CUST033,2023-09-27 17:46:33,1555.88,2023-10-23 00:26:42,2023-03-13 08:15:28,5044.68,Net 30,Outstanding
CUST071,2023-03-18 05:10:51,9466.77,2023-12-02 13:51:33,2023-05-17 16:14:33,9466.77,Net 90,Paid
CUST027,2023-06-03 09:25:53,4887.3,2023-01-05 14:30:01,2023-07-18 00:01:56,4887.3,Net 30,Paid
CUST019,2023-07-17 04:25:29,1239.07,2023-11-08 17:20:54,2023-04-16 11:36:36,8312.52,Net 90,Outstanding
CUST027,2023-05-10 05:17:57,5309.56,2023-09-14 22:00:58,2023-04-21 07:27:57,5309.56,Net 60,Paid
CUST011,2023-06-01 17:56:30,5055.4,2023-10-17 19:22:10,2023-07-07 05:50:06,5055.4,Net 30,Paid
CUST063,2023-09-12 16:43:29,1606.79,2023-10-26 13:17:17,2023-05-06 11:49:43,6708.06,Net 30,Outstanding
CUST036,2023-01-18 07:10:01,6759.26,2023-09-02 05:43:20,2023-04-20 01:11:24,6759.26,Net 90,Paid
CUST021,2023-04-12 18:47:35,7448.78,2023-06-15 01:22:14,2023-05-26 01:57:32,8851.41,Net 30,Outstanding
CUST074,2023-05-15 19:55:21,4983.22,2023-04-13 00:12:57,,9926.67,Net 30,Outstanding
CUST047,2023-05-03 00:45:19,9861.36,2023-12-28 07:50:36,2023-12-20 22:12:31,6446.15,Net 30,Outstanding
CUST095,2023-01-14 22:39:30,2525.13,2023-08-24 11:40:26,2023-09-30 08:42:39,7919.4,Net 90,Outstanding
CUST073,2023-12-17 12:17:21,4574.72,2023-12-22 01:44:22,2023-06-10 01:02:18,7975.22,Net 90,Outstanding
CUST085,2023-10-17 02:29:17,3631.07,2023-09-03 01:01:55,2023-08-12 06:19:04,3631.07,Net 60,Paid
CUST058,2023-07-21 04:58:42,839.38,2023-03-20 11:27:00,2023-08-14 17:53:57,839.38,Net 60,Paid
CUST030,2023-11-17 07:16:41,2168.97,2023-12-27 02:02:39,2023-02-23 02:13:48,9347.23,Net 90,Outstanding
CUST010,2023-02-27 23:21:29,9462.75,2023-10-03 09:11:31,2023-03-15 04:56:41,9048.17,Net 60,Outstanding
CUST021,2023-05-23 11:41:27,4536.92,2023-09-21 23:35:35,2023-07-08 18:14:23,5549.28,Net 60,Outstanding
CUST050,2023-11-19 02:07:30,9378.14,2023-10-12 02:02:49,2023-02-16 12:29:32,7685.26,Net 90,Outstanding
CUST001,2023-02-08 12:38:08,1043.98,2023-05-11 06:09:50,2023-08-21 14:17:59,1043.98,Net 60,Paid
CUST029,2023-01-07 07:03:16,9191.96,2023-11-24 18:30:03,2023-09-05 11:33:13,9191.96,Net 90,Paid
CUST029,2023-12-05 17:31:57,3218.15,2023-03-02 21:09:02,2023-06-17 11:18:01,4937.54,Net 60,Outstanding
CUST066,2023-02-27 13:16:41,4797.68,2023-06-16 05:33:13,,2763.9,Net 30,Outstanding
CUST096,2023-09-15 10:21:26,9948.08,2023-06-19 01:14:34,2023-04-29 17:26:54,9948.08,Net 30,Paid
CUST050,2023-11-19 07:24:53,6946.45,2023-06-15 01:39:49,2023-12-02 12:49:16,5618.68,Net 60,Outstanding
CUST087,2023-01-26 16:41:04,2772.27,2023-10-30 00:56:54,,2772.27,Net 30,Paid
CUST070,2023-05-10 13:46:35,7278.0,2023-10-08 20:42:43,2023-11-06 23:48:04,3280.26,Net 60,Outstanding
CUST029,2023-02-17 15:24:15,6726.13,2023-12-13 08:56:13,2023-09-13 07:48:14,6726.13,Net 60,Paid
CUST088,2023-02-07 10:02:56,3040.07,2023-01-15 02:30:01,2023-01-12 15:24:14,3040.07,Net 30,Paid
CUST038,2023-07-13 07:11:53,3484.51,2023-11-14 06:54:16,2023-10-02 14:15:45,3484.51,Net 60,Paid
CUST004,2023-12-07 19:17:39,4239.12,2023-01-29 07:08:57,2023-09-25 05:12:11,4239.12,Net 30,Paid
CUST016,2023-12-24 04:38:27,3680.26,2023-05-14 07:15:24,2023-01-29 16:48:10,3680.26,Net 60,Paid
CUST081,2023-11-11 21:03:33,6618.28,2023-05-08 04:35:29,2023-02-08 12:45:11,2558.9,Net 90,Outstanding
CUST012,2023-06-04 20:43:29,7844.46,2023-04-08 15:31:42,2023-04-18 09:47:56,7844.46,Net 30,Paid
CUST040,2023-02-06 11:31:48,6408.75,2023-05-30 00:39:11,2023-03-05 00:03:39,8883.58,Net 60,Outstanding
CUST019,2023-12-30 12:14:08,698.42,2023-12-22 09:32:56,2023-10-02 13:27:25,7954.52,Net 30,Outstanding
CUST092,2023-07-17 22:50:27,4227.11,2023-05-17 13:00:20,,4227.11,Net 30,Paid
CUST023,2023-05-20 16:28:51,8542.1,2023-09-06 11:01:10,2023-05-20 00:18:29,711.28,Net 60,Outstanding
CUST078,2023-12-27 07:29:48,5080.54,2023-09-29 20:35:56,,3197.28,Net 90,Outstanding
CUST038,2023-04-30 12:51:01,3524.07,2023-08-09 23:38:39,2023-05-28 23:20:48,3524.07,Net 60,Paid
CUST059,2023-05-28 16:00:22,7709.71,2023-09-06 00:58:42,2023-07-12 13:30:31,7709.71,Net 60,Paid
CUST012,2023-05-27 03:24:26,9121.76,2023-10-21 06:47:22,2023-06-07 18:34:21,9121.76,Net 30,Paid
CUST079,2023-04-15 05:28:53,3866.79,2023-07-31 16:02:46,2023-06-13 16:21:08,3329.15,Net 90,Outstanding
CUST011,2023-08-14 17:43:48,2092.05,2023-09-03 19:09:41,2023-05-13 19:30:44,2181.06,Net 30,Outstanding
CUST031,2023-08-28 06:49:11,8440.35,2023-08-21 01:09:24,2023-05-06 09:31:58,8440.35,Net 30,Paid
CUST035,2023-04-08 09:20:20,5241.89,2023-10-16 13:49:11,2023-10-21 12:52:56,5241.89,Net 30,Paid
CUST014,2023-02-17 18:06:39,2402.41,2023-06-08 15:09:26,2023-04-05 08:28:49,8947.7,Net 90,Outstanding
CUST018,2023-07-03 19:15:45,2773.88,2023-03-10 04:59:11,2023-02-27 16:14:29,2773.88,Net 90,Paid
CUST017,2023-03-26 15:02:18,1818.14,2023-07-30 08:14:44,2023-11-21 02:21:16,5266.37,Net 90,Outstanding
CUST091,2023-06-05 23:32:59,9270.47,2023-05-25 12:44:34,2023-02-13 23:57:44,9270.47,Net 90,Paid
CUST042,2023-11-29 14:09:18,7602.1,2023-04-18 18:53:57,,7314.64,Net 90,Outstanding
CUST051,2023-09-02 12:01:23,2390.41,2023-12-09 04:50:12,2023-03-20 05:13:06,2390.41,Net 30,Paid
CUST053,2023-10-04 13:17:32,8660.39,2023-04-03 00:45:50,,6871.0,Net 90,Outstanding
CUST058,2023-06-10 19:16:14,7109.49,2023-09-11 21:54:21,2023-02-08 09:48:00,7109.49,Net 90,Paid
CUST069,2023-04-13 15:44:53,9811.98,2023-09-09 21:01:47,2023-05-13 20:06:31,4189.41,Net 60,Outstanding
CUST091,2023-04-11 16:33:30,1162.76,2023-04-07 17:17:55,2023-09-25 16:49:39,1162.76,Net 90,Paid
CUST091,2023-04-07 20:07:14,1261.64,2023-04-20 16:04:43,2023-05-28 21:00:20,9448.34,Net 60,Outstanding
CUST084,2023-09-07 05:40:24,6072.85,2023-07-23 14:17:53,2023-09-20 09:08:16,6072.85,Net 90,Paid
CUST057,2023-09-03 16:30:18,6238.05,2023-09-18 07:38:14,,6238.05,Net 90,Paid
CUST048,2023-10-31 22:56:25,5947.39,2023-09-18 20:38:11,2023-07-08 03:27:39,9468.84,Net 30,Outstanding
CUST080,2023-02-19 08:12:52,5171.65,2023-03-18 13:51:43,2023-07-31 17:50:03,5171.65,Net 30,Paid
CUST081,2023-05-14 15:40:45,7157.66,2023-05-03 19:36:29,2023-07-10 06:00:30,8194.03,Net 30,Outstanding
CUST073,2023-05-07 12:03:55,6852.17,2023-02-03 02:07:41,,6852.17,Net 90,Paid
CUST100,2023-04-10 08:45:22,6660.3,2023-04-17 13:14:22,,6660.3,Net 30,Paid
CUST002,2023-05-26 11:48:50,9059.75,2023-09-23 16:14:37,2023-02-12 20:25:19,1792.7,Net 60,Outstanding
CUST045,2023-06-30 03:32:42,6456.36,2023-06-30 04:41:38,2023-07-05 02:07:49,6456.36,Net 60,Paid
CUST031,2023-02-28 16:32:50,503.84,2023-02-14 20:38:41,2023-06-19 15:49:48,6110.54,Net 90,Outstanding
CUST025,2023-07-31 14:31:02,3561.47,2023-01-05 22:54:22,2023-07-10 01:21:02,3561.47,Net 30,Paid
CUST025,2023-02-25 21:51:40,1846.53,2023-08-29 08:04:55,2023-04-24 17:59:33,7073.74,Net 30,Outstanding
CUST023,2023-06-30 13:00:56,2053.15,2023-11-08 16:43:44,2023-02-06 17:00:47,2053.15,Net 90,Paid
CUST017,2023-05-13 04:03:21,721.62,2023-02-22 10:53:28,2023-02-08 20:51:53,8131.37,Net 60,Outstanding
CUST050,2023-07-08 13:18:38,5326.18,2023-10-16 12:42:53,2023-03-09 09:07:39,5852.87,Net 90,Outstanding
CUST062,2023-10-19 15:48:26,5855.64,2023-11-20 07:39:05,2023-09-06 11:19:31,5855.64,Net 30,Paid
CUST058,2023-03-06 01:04:48,3560.97,2023-05-18 22:37:12,2023-11-10 08:47:05,3413.28,Net 90,Outstanding
CUST009,2023-11-07 02:21:53,2913.55,2023-07-05 11:32:12,2023-07-02 13:55:15,2913.55,Net 30,Paid
CUST085,2023-06-01 22:28:08,1626.79,2023-09-09 05:58:28,2023-12-08 01:46:32,1626.79,Net 30,Paid
CUST080,2023-03-04 12:57:35,9967.28,2023-05-02 14:35:02,2023-07-02 04:04:37,6456.48,Net 60,Outstanding
CUST033,2023-01-01 04:20:38,5389.99,2023-10-22 22:57:44,2023-05-04 09:11:48,8039.42,Net 60,Outstanding
CUST008,2023-06-04 00:29:06,2705.54,2023-06-03 19:13:21,2023-04-19 22:18:10,2705.54,Net 30,Paid
CUST061,2023-06-28 03:43:27,6862.02,2023-08-15 17:51:47,2023-01-15 02:23:41,4370.24,Net 90,Outstanding
CUST094,2023-06-18 01:56:56,7744.23,2023-12-19 05:10:41,,6914.42,Net 30,Outstanding
CUST042,2023-12-10 10:19:38,5574.53,2023-12-03 21:16:39,,5574.53,Net 90,Paid
CUST092,2023-06-27 19:18:44,5554.69,2023-05-01 17:50:07,2023-04-30 19:52:49,5554.69,Net 90,Paid
CUST019,2023-06-23 08:56:23,679.03,2023-05-24 14:12:19,2023-03-03 18:14:01,679.03,Net 60,Paid
CUST068,2023-07-30 02:19:23,5774.19,2023-10-30 16:37:31,2023-02-01 17:08:24,7150.32,Net 60,Outstanding
CUST083,2023-07-20 20:01:42,9203.34,2023-10-02 01:09:12,2023-02-06 08:54:38,9203.34,Net 60,Paid
CUST035,2023-08-31 05:27:33,1717.73,2023-08-11 20:21:43,2023-12-28 14:34:06,1106.09,Net 90,Outstanding
CUST059,2023-11-29 03:12:09,3491.91,2023-10-13 21:16:09,2023-04-03 01:20:54,3491.91,Net 90,Paid
CUST062,2023-12-08 01:24:37,7524.42,2023-04-03 19:19:58,2023-10-21 21:01:42,5604.78,Net 30,Outstanding
CUST066,2023-07-20 09:56:17,4475.68,2023-08-30 15:48:09,2023-04-24 23:28:27,3856.28,Net 60,Outstanding
CUST064,2023-04-18 01:32:19,6949.57,2023-12-02 18:28:17,2023-11-30 07:25:59,6949.57,Net 30,Paid
CUST049,2023-05-18 17:22:09,7595.94,2023-10-21 08:20:38,2023-01-14 01:04:56,7595.94,Net 30,Paid
CUST073,2023-02-01 17:38:25,1305.78,2023-05-11 15:52:25,2023-04-16 22:08:58,3934.74,Net 90,Outstanding
CUST003,2023-06-01 09:47:22,1312.88,2023-08-18 15:07:21,2023-02-06 02:50:54,1312.88,Net 60,Paid
CUST086,2023-09-25 13:37:14,3926.56,2023-08-22 21:41:55,2023-09-17 23:52:40,1759.05,Net 90,Outstanding
CUST025,2023-12-23 16:34:12,6507.26,2023-08-09 03:40:05,,1799.1,Net 30,Outstanding
CUST049,2023-07-01 15:05:47,8415.04,2023-06-03 03:36:09,,3165.81,Net 60,Outstanding
CUST049,2023-02-11 02:39:09,9020.25,2023-05-09 07:28:41,2023-12-03 20:59:23,9020.25,Net 30,Paid
CUST045,2023-08-06 04:04:50,1480.98,2023-06-01 00:41:43,2023-07-23 16:21:26,1480.98,Net 90,Paid
CUST093,2023-11-13 12:54:54,3804.35,2023-05-04 14:55:58,,7969.86,Net 90,Outstanding
CUST059,2023-05-02 16:19:54,2638.01,2023-03-22 19:51:49,2023-11-06 06:43:53,2638.01,Net 30,Paid
CUST061,2023-01-23 23:26:39,4475.48,2023-03-28 18:12:21,2023-12-04 01:55:11,6944.67,Net 90,Outstanding
CUST049,2023-05-24 18:03:20,9151.67,2023-12-25 13:52:19,2023-09-21 20:46:42,6475.92,Net 60,Outstanding
CUST007,2023-03-19 00:52:43,9797.53,2023-06-15 04:42:05,2023-05-18 22:35:51,8536.43,Net 60,Outstanding
CUST093,2023-05-29 15:38:15,8489.45,2023-04-18 17:44:16,2023-06-19 22:09:42,5478.45,Net 30,Outstanding
CUST088,2023-08-27 00:34:23,8060.28,2023-08-23 10:18:20,2023-03-22 04:41:44,8060.28,Net 30,Paid
CUST012,2023-12-16 18:18:03,8150.51,2023-10-23 04:52:30,,1263.93,Net 30,Outstanding
CUST064,2023-05-08 11:26:25,1588.55,2023-12-03 11:07:57,2023-01-22 11:30:19,1044.48,Net 30,Outstanding
CUST046,2023-06-27 10:06:42,8218.89,2023-03-10 10:28:33,2023-08-03 11:14:46,8218.89,Net 90,Paid
CUST067,2023-03-09 00:49:29,7194.95,2023-08-01 18:33:28,2023-02-16 01:52:08,1211.51,Net 30,Outstanding
CUST038,2023-08-05 11:12:40,3753.87,2023-02-13 15:57:58,2023-04-18 09:33:35,3753.87,Net 90,Paid
CUST081,2023-12-30 08:58:42,9206.43,2023-04-27 13:55:38,2023-12-21 11:53:49,9206.43,Net 30,Paid
CUST066,2023-06-05 21:12:34,3384.35,2023-06-24 16:47:50,2023-02-19 04:12:51,4287.22,Net 30,Outstanding
CUST033,2023-10-21 08:00:29,9703.34,2023-03-02 11:27:18,2023-07-22 14:33:19,9703.34,Net 60,Paid
CUST009,2023-09-13 03:23:57,8134.99,2023-01-24 23:04:55,,5942.65,Net 60,Outstanding
CUST027,2023-10-31 20:50:28,5026.12,2023-03-27 09:25:44,2023-04-10 20:08:32,4311.07,Net 90,Outstanding
CUST026,2023-07-13 08:56:07,7372.75,2023-11-17 19:12:54,2023-03-21 12:46:58,7372.75,Net 30,Paid
CUST037,2023-02-13 11:19:29,8304.97,2023-08-29 15:01:16,2023-06-26 20:39:00,5438.24,Net 60,Outstanding
CUST003,2023-09-11 01:32:05,6155.07,2023-03-24 14:17:51,2023-06-08 04:45:46,3341.84,Net 30,Outstanding
CUST044,2023-10-22 09:49:12,6114.25,2023-12-30 01:34:50,,6114.25,Net 60,Paid
CUST015,2023-06-30 01:33:51,6795.08,2023-03-05 07:30:37,2023-11-05 04:32:16,6795.08,Net 60,Paid
CUST084,2023-01-20 00:24:12,7120.99,2023-12-27 01:44:31,2023-01-28 16:38:49,9757.93,Net 90,Outstanding
CUST001,2023-07-27 15:04:41,7227.87,2023-10-12 09:55:37,,7227.87,Net 30,Paid
CUST072,2023-05-14 10:36:22,9462.37,2023-03-04 02:21:57,2023-03-02 05:04:53,3614.85,Net 30,Outstanding
CUST086,2023-11-18 09:54:19,6499.95,2023-11-16 12:26:44,2023-11-27 04:07:29,6499.95,Net 30,Paid
CUST032,2023-12-23 23:38:59,1919.33,2023-10-23 13:40:36,2023-06-29 15:59:46,9072.26,Net 90,Outstanding
CUST085,2023-10-10 08:53:29,858.19,2023-01-22 08:29:02,2023-12-06 15:21:03,858.19,Net 60,Paid
CUST008,2023-09-01 09:42:59,9434.63,2023-03-22 09:43:09,2023-01-20 00:27:48,9434.63,Net 30,Paid
CUST003,2023-04-09 00:00:27,3989.2,2023-09-04 23:00:26,2023-06-28 03:12:46,6973.02,Net 60,Outstanding
CUST050,2023-05-08 14:40:03,4510.86,2023-03-02 06:24:44,2023-07-28 15:24:55,4510.86,Net 30,Paid
CUST041,2023-09-25 21:46:20,2146.01,2023-12-22 17:18:55,,2156.98,Net 90,Outstanding
CUST021,2023-04-23 19:05:41,9048.56,2023-01-28 17:52:37,,1774.92,Net 30,Outstanding
CUST069,2023-12-11 12:20:45,6107.04,2023-01-14 15:30:02,2023-10-04 12:18:50,4276.02,Net 60,Outstanding
CUST043,2023-03-02 21:48:08,885.74,2023-12-19 20:56:15,2023-04-03 16:25:43,885.74,Net 90,Paid
CUST095,2023-06-17 04:55:47,8727.48,2023-12-28 22:05:20,2023-12-29 10:17:15,8727.48,Net 90,Paid
CUST021,2023-05-15 07:41:33,9580.98,2023-07-06 23:24:35,2023-04-24 20:23:41,7358.74,Net 30,Outstanding
CUST094,2023-03-28 05:06:29,4418.06,2023-05-06 02:57:53,2023-07-25 04:25:59,4418.06,Net 60,Paid
CUST035,2023-06-19 06:02:12,9325.2,2023-12-20 13:14:14,2023-10-25 20:47:30,5081.15,Net 90,Outstanding
CUST030,2023-11-20 03:21:12,9483.04,2023-07-24 11:50:51,2023-11-01 18:51:36,9483.04,Net 30,Paid
CUST013,2023-07-31 09:57:39,5527.91,2023-11-05 01:11:36,2023-09-13 17:49:37,4096.38,Net 30,Outstanding
CUST055,2023-11-10 17:38:36,6903.11,2023-04-06 14:39:08,2023-12-11 13:02:54,9016.26,Net 90,Outstanding
CUST020,2023-03-13 03:36:03,4301.61,2023-04-18 18:52:21,,4301.61,Net 30,Paid
CUST064,2023-02-11 01:59:42,7335.06,2023-02-09 00:35:16,,7335.06,Net 30,Paid
CUST088,2023-11-13 00:27:32,4235.4,2023-02-17 05:29:16,2023-03-03 23:30:21,4235.4,Net 60,Paid
CUST062,2023-02-01 06:34:09,4270.93,2023-01-10 05:30:13,2023-11-10 11:02:05,1169.22,Net 60,Outstanding
CUST053,2023-06-03 21:14:11,3333.34,2023-03-12 19:58:35,2023-05-31 11:24:48,3333.34,Net 30,Paid
CUST097,2023-12-06 10:51:39,3021.98,2023-04-11 14:51:38,2023-06-16 14:29:15,3021.98,Net 90,Paid
CUST094,2023-11-20 07:07:32,8916.43,2023-10-09 15:12:54,2023-08-07 21:41:08,8916.43,Net 30,Paid
CUST078,2023-04-08 22:57:22,7882.59,2023-06-05 10:50:45,2023-11-18 03:30:24,7882.59,Net 30,Paid
CUST073,2023-01-16 00:09:54,6628.41,2023-03-30 14:15:16,2023-01-01 21:17:06,6628.41,Net 60,Paid
CUST006,2023-12-21 02:45:43,3058.31,2023-08-27 14:58:03,2023-07-03 12:34:51,3058.31,Net 90,Paid
CUST028,2023-09-05 22:30:26,2165.18,2023-04-28 13:02:53,2023-01-30 11:37:56,9703.64,Net 60,Outstanding
CUST001,2023-11-27 08:09:12,1998.49,2023-12-04 22:27:52,,1998.49,Net 60,Paid
CUST012,2023-12-06 18:43:44,2529.46,2023-07-16 05:59:32,2023-08-05 00:33:35,2529.46,Net 30,Paid
CUST098,2023-08-23 06:19:59,6118.19,2023-07-09 14:48:45,,6118.19,Net 90,Paid
CUST002,2023-09-30 07:37:25,3480.84,2023-09-13 09:06:26,2023-09-07 18:39:31,5667.04,Net 60,Outstanding
CUST024,2023-08-17 10:31:55,1405.53,2023-09-07 07:16:22,2023-05-03 06:07:43,1405.53,Net 90,Paid
CUST061,2023-05-09 10:22:29,2687.88,2023-05-31 14:04:10,2023-05-03 16:38:11,2687.88,Net 30,Paid
CUST080,2023-10-10 21:50:34,4674.68,2023-10-19 12:17:19,2023-05-31 06:37:56,4674.68,Net 90,Paid
CUST099,2023-09-26 00:59:05,3381.02,2023-04-30 16:29:48,2023-05-22 18:44:04,3381.02,Net 90,Paid
CUST013,2023-02-28 16:20:29,4468.41,2023-10-29 08:48:02,2023-06-13 11:19:23,6541.34,Net 30,Outstanding
CUST077,2023-07-11 18:11:04,5059.48,2023-07-03 01:49:49,2023-11-09 18:35:26,5059.48,Net 60,Paid
